date,1. open,2. high,3. low,4. close,5. volume
2020-06-26,58.5,60.0,56.395,58.43,15952508.0
2020-06-25,56.39,58.3,55.0,58.06,10180660.0
2020-06-24,55.98,57.27,52.42,55.55,14527137.0
2020-06-23,54.49,56.6,53.72,54.88,12747280.0
2020-06-22,52.0,55.03,51.65,53.03,13253255.0
2020-06-19,51.13,51.95,50.39,50.89,9522189.0
2020-06-18,49.72,51.25,49.25,51.08,8064449.0
2020-06-17,50.12,51.71,48.73,49.17,9153330.0
2020-06-16,48.45,51.45,47.04,49.91,10911553.0
2020-06-15,48.27,51.0,47.08,49.94,11498120.0
2020-06-12,47.075,48.25,45.64,47.1,5838977.0
2020-06-11,45.93,49.4,45.51,45.98,8274343.0
2020-06-10,48.2,48.7822,46.53,47.11,5503412.0
2020-06-09,45.37,48.05,45.11,47.64,7740154.0
2020-06-08,45.2,45.41,42.9,44.78,8704983.0
2020-06-05,45.12,46.88,44.41,45.9,8244063.0
2020-06-04,47.4,49.19,46.65,47.88,6268261.0
2020-06-03,48.21,48.4,46.26,47.83,7144757.0
2020-06-02,45.8,49.3,45.56,49.01,15354555.0
2020-06-01,42.1011,45.91,41.26,45.85,9712801.0
2020-05-29,43.04,44.39,41.14,42.19,6720475.0
2020-05-28,40.85,42.94,40.77,42.61,6019612.0
2020-05-27,41.0,41.37,38.8,41.07,11618099.0
2020-05-26,44.74,45.5,41.68,41.7,9621822.0
2020-05-22,45.14,46.87,44.8,45.81,6230544.0
2020-05-21,44.98,45.6675,44.03,45.3,4285661.0
2020-05-20,44.85,45.89,44.13,45.11,5450339.0
2020-05-19,45.08,45.35,44.0,44.8,7668047.0
2020-05-18,47.29,48.215,43.4,43.61,16883288.0
2020-05-15,45.25,49.68,45.13,48.42,15808883.0
2020-05-14,45.39,47.38,44.8113,45.11,12971092.0
2020-05-13,46.69,46.8,42.39,45.17,15197567.0
2020-05-12,44.32,47.83,44.05,46.17,25236543.0
2020-05-11,42.51,44.35,42.01,42.8,12684458.0
2020-05-08,42.11,43.27,41.27,43.0,21728675.0
2020-05-07,45.69,45.7,40.8,44.12,53226012.0
2020-05-06,36.83,39.256,35.21,38.03,27262600.0
2020-05-05,34.96,36.36,34.25,36.22,16784654.0
2020-05-04,32.36,34.17,32.03,33.9,8916540.0
2020-05-01,31.03,32.66,30.7,32.05,4531926.0
2020-04-30,32.44,32.49,31.2,31.5,3339635.0
2020-04-29,29.67,32.2,29.6402,31.89,6454926.0
2020-04-28,31.94,32.17,29.8,30.0,7577284.0
2020-04-27,32.44,33.7362,31.73,31.78,6948391.0
2020-04-24,30.25,33.02,30.01,31.74,14817345.0
2020-04-23,31.16,31.75,29.33,29.89,6794074.0
2020-04-22,31.8,32.02,30.42,31.18,5481699.0
2020-04-21,31.27,32.32,29.51,31.39,9477816.0
2020-04-20,31.86,32.87,30.97,31.07,11465210.0
2020-04-17,33.9,35.05,32.1073,33.49,9704704.0
2020-04-16,34.5,38.08,34.11,36.35,11378236.0
2020-04-15,32.13,36.03,31.7,35.61,13312703.0
2020-04-14,32.33,32.48,30.57,31.88,5330415.0
2020-04-13,28.53,32.28,28.46,31.99,9420339.0
2020-04-09,27.62,29.03,27.32,28.45,5549147.0
2020-04-08,27.3,27.74,26.91,27.5,3959334.0
2020-04-07,28.8,28.96,26.06,27.58,6167123.0
2020-04-06,29.19,29.45,28.02,28.37,7596606.0
2020-04-03,27.07,29.11,26.95,28.75,7756101.0
2020-04-02,28.05,28.48,25.85,26.74,6039998.0
2020-04-01,26.44,29.34,26.0867,27.96,11805488.0
2020-03-31,27.89,28.565,26.54,26.55,5734607.0
2020-03-30,26.8,28.67,26.26,27.7,12153833.0
2020-03-27,25.6,26.18,24.58,25.98,4871186.0
2020-03-26,24.56,26.05,24.31,25.75,4695042.0
2020-03-25,24.57,25.1407,23.67,24.52,4290237.0
2020-03-24,24.21,25.0,23.62,24.57,5242729.0
2020-03-23,23.41,24.76,23.07,23.34,5643565.0
2020-03-20,25.0,25.4,21.78,23.01,7400022.0
2020-03-19,26.0,26.58,23.1806,24.99,6849846.0
2020-03-18,24.5,27.38,24.43,25.79,11048049.0
2020-03-17,24.22,27.0,22.69,25.45,15370292.0
2020-03-16,18.64,22.94,17.7,22.25,12514480.0
2020-03-13,20.52,20.6,17.83,19.72,8873007.0
2020-03-12,20.74,20.99,18.01,19.51,8665942.0
2020-03-11,22.5,23.38,21.64,22.0,6233757.0
2020-03-10,24.1,24.33,22.31,22.97,6196695.0
2020-03-09,23.0,24.725,22.53,23.21,5288148.0
2020-03-06,25.95,26.1408,24.36,24.98,7334380.0
2020-03-05,26.51,27.18,25.845,27.1,5464751.0
2020-03-04,27.01,27.45,25.78,27.25,5606428.0
2020-03-03,27.34,27.5,26.18,26.685,7938628.0
2020-03-02,27.2,29.32,26.33,27.92,6230293.0
2020-02-28,28.0,28.29,25.925,26.69,9203859.0
2020-02-27,28.9,29.0,26.69,28.72,7628068.0
2020-02-26,27.95,29.64,27.27,29.19,12871744.0
2020-02-25,26.65,28.02,26.02,27.11,10467010.0
2020-02-24,24.7,27.07,24.52,26.5,26599228.0
2020-02-21,26.81,26.9,25.32,25.49,5805674.0
2020-02-20,27.1,27.8,26.6,26.98,3733711.0
2020-02-19,27.3,27.69,26.8,27.1,3331205.0
2020-02-18,27.5,27.88,26.84,27.08,2671840.0
2020-02-14,28.89,28.89,27.5,27.66,2947462.0
2020-02-13,28.2,30.27,27.4,28.85,6879048.0
2020-02-12,28.84,29.21,28.25,28.34,2460263.0
2020-02-11,28.75,29.18,28.2,28.65,2413261.0
2020-02-10,27.83,29.0599,27.62,28.6,3770525.0
2020-02-07,28.59,28.59,27.05,27.86,7796942.0
2020-02-06,29.94,30.75,28.82,29.0,12108514.0
2020-02-05,34.04,34.09,31.64,32.7,9397708.0
2020-02-04,33.91,34.6,33.28,33.47,7687611.0
2020-02-03,32.87,33.5,31.94,33.37,4811387.0
2020-01-31,32.25,32.52,31.0206,32.36,3366267.0
2020-01-30,31.25,32.3,31.25,32.26,3785376.0
2020-01-29,32.36,32.36,30.81,31.5,3509870.0
2020-01-28,31.56,31.65,30.56,31.38,3737890.0
2020-01-27,29.67,31.38,29.2,31.25,4228501.0
2020-01-24,30.08,30.77,28.85,30.5,5259004.0
2020-01-23,30.69,31.59,29.96,30.06,3268892.0
2020-01-22,32.32,33.2,30.53,30.68,5374850.0
2020-01-21,31.69,33.7,31.6,32.0,4903672.0
2020-01-17,31.0,31.95,30.7826,31.7,3831288.0
2020-01-16,31.1,31.8,30.36,30.83,5702343.0
2020-01-15,30.96,31.44,29.7738,30.86,7822658.0
2020-01-14,28.8,30.26,28.35,29.69,4820155.0
2020-01-13,28.3,28.97,27.2401,28.53,3616732.0
2020-01-10,27.85,28.15,26.89,28.01,5940993.0
2020-01-09,29.38,29.94,27.585,27.87,6574385.0
2020-01-08,30.07,30.25,28.85,29.65,7474967.0
2020-01-07,29.44,30.84,28.83,30.4,3101250.0
2020-01-06,30.61,31.705,29.72,29.75,4030502.0
2020-01-03,29.49,31.25,29.29,30.6,4974596.0
2020-01-02,28.9,30.02,27.8,29.74,5916777.0
2019-12-31,27.48,29.06,27.31,28.4,3603055.0
2019-12-30,26.83,28.1082,26.47,27.69,4853537.0
2019-12-27,27.0,27.3,25.67,27.0,6797890.0
2019-12-26,29.0,29.18,26.74,27.0,8504214.0
2019-12-24,29.07,29.25,28.56,28.75,1972649.0
2019-12-23,30.15,30.2,28.87,29.22,4377045.0
2019-12-20,32.0,32.25,29.8,29.99,8509806.0
2019-12-19,31.74,32.39,31.0,31.93,3320472.0
2019-12-18,32.71,33.5,31.3535,31.89,4951016.0
2019-12-17,31.6,33.32,30.6,32.93,5536028.0
2019-12-16,31.65,31.92,30.21,31.34,3885903.0
2019-12-13,30.99,31.97,30.25,31.53,3309899.0
2019-12-12,31.62,32.36,29.86,30.85,6795448.0
2019-12-11,32.12,32.38,29.87,32.03,7290983.0
2019-12-10,35.04,35.1,31.62,32.78,13165593.0
2019-12-09,33.31,35.35,33.04,34.77,7817614.0
2019-12-06,31.8,33.39,31.36,32.63,6820157.0
2019-12-05,33.65,33.65,30.51,31.31,6510966.0
2019-12-04,34.78,35.3,31.22,32.96,8629336.0
2019-12-03,35.91,36.0,33.14,33.48,7865047.0
2019-12-02,35.3,37.02,32.96,36.84,6611175.0
2019-11-29,32.66,35.75,32.51,35.23,5680037.0
2019-11-27,31.05,33.07,29.85,32.16,4234757.0
2019-11-26,31.41,31.5,29.747,30.96,2224659.0
2019-11-25,29.49,31.11,29.49,30.87,2922178.0
2019-11-22,30.11,30.65,28.9,29.36,1649268.0
2019-11-21,29.13,30.0,28.6605,29.8,1733090.0
2019-11-20,29.09,29.99,27.75,29.1,2565917.0
2019-11-19,29.99,32.01,28.8,29.24,6983999.0
2019-11-18,27.34,30.36,26.24,30.25,9091184.0
2019-11-15,26.01,28.82,25.71,27.23,7306973.0
2019-11-14,26.2,26.26,25.4,25.93,3040100.0
2019-11-13,24.46,26.8525,24.15,25.98,6303864.0
2019-11-12,24.32,24.99,24.19,24.69,2374760.0
2019-11-11,23.44,24.17,22.45,24.04,2922751.0
2019-11-08,22.45,23.55,22.25,23.52,2916728.0
2019-11-07,23.02,23.31,22.41,22.63,2840608.0
2019-11-06,22.93,23.2,22.29,23.02,3796291.0
2019-11-05,24.05,24.25,22.25,22.74,13504165.0
2019-11-04,25.3,26.5,23.54,24.61,6016825.0
2019-11-01,23.87,25.3,23.7528,24.99,4894934.0
2019-10-31,23.49,23.94,22.91,23.87,1912542.0
2019-10-30,23.32,23.735,22.66,23.72,2500093.0
2019-10-29,21.57,24.16,21.43,23.18,5127445.0
2019-10-28,22.55,22.67,21.45,21.46,4159932.0
2019-10-25,21.13,23.09,21.0002,22.4,2518676.0
2019-10-24,21.24,21.45,20.7,21.34,2685496.0
2019-10-23,21.13,21.74,20.46,21.08,4943040.0
2019-10-22,22.67,22.698,20.93,21.16,5880239.0
2019-10-21,23.99,24.37,21.7738,22.26,7992785.0
2019-10-18,24.3,24.68,23.12,23.52,3392221.0
2019-10-17,23.0,23.96,23.0,23.86,1185601.0
2019-10-16,23.54,23.54,22.46,23.03,2457008.0
2019-10-15,21.51,23.68,21.51,23.445,2872184.0
2019-10-14,22.17,22.28,21.4,21.47,2651179.0
2019-10-11,23.1,23.4,22.11,22.39,3396102.0
2019-10-10,24.1,24.2,22.8,23.14,3491711.0
2019-10-09,23.63,24.8,23.25,24.0,3180665.0
2019-10-08,23.6,23.9,22.33,23.21,2902080.0
2019-10-07,23.07,24.33,22.49,23.51,2741353.0
2019-10-04,22.35,23.42,22.3057,23.01,3229153.0
2019-10-03,22.49,22.82,21.14,22.33,8280003.0
2019-10-02,22.25,23.18,21.76,22.6,9454724.0
2019-10-01,25.0,25.17,22.51,22.51,8816118.0
2019-09-30,25.26,25.85,25.0,25.1,4482931.0
2019-09-27,26.17,26.17,23.75,25.24,15975986.0
2019-09-26,27.0,27.98,24.75,25.76,47067673.0
